2019-09-18 10:06:50,645 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="c86b3a1f-e63e-4b92-af4c-f062aaeac170")>
2019-09-18 10:06:50,648 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="c86b3a1f-e63e-4b92-af4c-f062aaeac170")>
2019-09-18 11:47:53,217 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/address_add_new_btn')
2019-09-18 11:47:53,217 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_receipt_name') 超时时间：10 访问频率：0.5
2019-09-18 11:47:55,185 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_receipt_name') 执行清空操作
2019-09-18 11:47:55,869 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_receipt_name') 执行 输入：张三
2019-09-18 11:47:55,870 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_add_phone') 超时时间：10 访问频率：0.5
2019-09-18 11:47:56,950 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_add_phone') 执行清空操作
2019-09-18 11:47:57,632 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_add_phone') 执行 输入：13800001111
2019-09-18 11:47:57,632 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_province') 超时时间：10 访问频率：0.5
2019-09-18 11:47:58,165 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/address_province')
2019-09-18 11:47:59,165 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'河北')]") 超时时间：10 访问频率：0.5
2019-09-18 11:47:59,536 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'河北')]")
2019-09-18 11:48:00,541 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'唐山')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:00,898 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'唐山')]")
2019-09-18 11:48:01,899 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'路北')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:01,962 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'路北')]")
2019-09-18 11:48:01,963 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 超时时间：10 访问频率：0.5
2019-09-18 11:48:03,237 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 执行清空操作
2019-09-18 11:48:03,938 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 执行 输入：京城81号
2019-09-18 11:48:03,938 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_post_code') 超时时间：10 访问频率：0.5
2019-09-18 11:48:05,048 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_post_code') 执行清空操作
2019-09-18 11:48:05,734 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_post_code') 执行 输入：100010
2019-09-18 11:48:05,735 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_default') 超时时间：10 访问频率：0.5
2019-09-18 11:48:06,281 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/address_default')
2019-09-18 11:48:06,281 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/button_send') 超时时间：10 访问频率：0.5
2019-09-18 11:48:06,819 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/button_send')
2019-09-18 11:48:06,820 INFO [root] [base.py (base_finds:28] - 正在查找元素：('id', 'com.yunmall.lc:id/receipt_name') 超时时间：10 访问频率：0.5
2019-09-18 11:48:09,908 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'编辑')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:09,981 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'编辑')]")
2019-09-18 11:48:09,981 INFO [root] [base.py (base_finds:28] - 正在查找元素：('xpath', "//*[contains(@text,'修改')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:12,667 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_receipt_name') 超时时间：10 访问频率：0.5
2019-09-18 11:48:13,914 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_receipt_name') 执行清空操作
2019-09-18 11:48:14,915 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_receipt_name') 执行 输入：李四
2019-09-18 11:48:14,916 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_add_phone') 超时时间：10 访问频率：0.5
2019-09-18 11:48:16,170 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_add_phone') 执行清空操作
2019-09-18 11:48:17,117 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_add_phone') 执行 输入：13911112222
2019-09-18 11:48:17,117 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_province') 超时时间：10 访问频率：0.5
2019-09-18 11:48:17,663 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/address_province')
2019-09-18 11:48:18,664 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'广东')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:18,934 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'广东')]")
2019-09-18 11:48:19,934 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'广州')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:19,996 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'广州')]")
2019-09-18 11:48:20,997 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'天河')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:21,081 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'天河')]")
2019-09-18 11:48:21,081 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 超时时间：10 访问频率：0.5
2019-09-18 11:48:22,551 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 执行清空操作
2019-09-18 11:48:23,501 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_detail_addr_info') 执行 输入：京城108号
2019-09-18 11:48:23,501 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/address_post_code') 超时时间：10 访问频率：0.5
2019-09-18 11:48:24,851 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/address_post_code') 执行清空操作
2019-09-18 11:48:25,785 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/address_post_code') 执行 输入：100011
2019-09-18 11:48:25,785 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/button_send') 超时时间：10 访问频率：0.5
2019-09-18 11:48:26,348 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/button_send')
2019-09-18 11:48:26,348 INFO [root] [base.py (base_finds:28] - 正在查找元素：('id', 'com.yunmall.lc:id/receipt_name') 超时时间：10 访问频率：0.5
2019-09-18 11:48:27,708 INFO [root] [base.py (base_finds:28] - 正在查找元素：('id', 'com.yunmall.lc:id/receipt_name') 超时时间：10 访问频率：0.5
2019-09-18 11:48:27,809 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'编辑')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:27,901 INFO [root] [base.py (base_click:35] - 正在点击元素：('xpath', "//*[contains(@text,'编辑')]")
2019-09-18 11:48:27,901 INFO [root] [base.py (base_finds:28] - 正在查找元素：('xpath', "//*[contains(@text,'删除')]") 超时时间：10 访问频率：0.5
2019-09-18 11:48:28,633 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/ymdialog_left_button') 超时时间：10 访问频率：0.5
2019-09-18 11:48:29,424 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/ymdialog_left_button')
2019-09-18 11:48:29,424 INFO [root] [base.py (base_finds:28] - 正在查找元素：('id', 'com.yunmall.lc:id/receipt_name') 超时时间：2 访问频率：0.5
2019-09-18 11:52:50,788 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="1e18bd79-2724-4cde-9c1d-a9ea38097d24")>
2019-09-18 11:52:50,789 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/img_close') 超时时间：10 访问频率：0.5
2019-09-18 11:52:57,782 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="1e18bd79-2724-4cde-9c1d-a9ea38097d24")>
2019-09-18 11:52:57,782 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="1e18bd79-2724-4cde-9c1d-a9ea38097d24")>
2019-09-18 11:52:57,782 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/img_close') 超时时间：10 访问频率：0.5
2019-09-18 11:53:04,044 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/img_close')
2019-09-18 11:53:04,045 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tab_me') 超时时间：10 访问频率：0.5
2019-09-18 11:53:15,719 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/tab_me')
2019-09-18 11:53:15,720 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/textView1') 超时时间：10 访问频率：0.5
2019-09-18 11:59:23,994 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="c4ff65e7-867f-4e9c-bcba-b2e53a199631")>
2019-09-18 11:59:23,995 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/img_close') 超时时间：10 访问频率：0.5
2019-09-18 12:16:54,272 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="25bab93e-a9c4-4d62-928e-0f045d711158")>
2019-09-18 12:16:54,272 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/img_close') 超时时间：10 访问频率：0.5
2019-09-18 12:17:04,361 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/img_close')
2019-09-18 12:17:04,362 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tab_me') 超时时间：10 访问频率：0.5
2019-09-18 12:23:43,649 INFO [root] [base.py (__init__:14] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="56322583-b90a-4ed8-8043-d44105817f58")>
2019-09-18 12:23:43,650 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/img_close') 超时时间：30 访问频率：0.5
2019-09-18 12:23:52,484 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/img_close')
2019-09-18 12:23:52,485 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tab_me') 超时时间：30 访问频率：0.5
2019-09-18 12:24:02,984 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/tab_me')
2019-09-18 12:24:02,985 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/textView1') 超时时间：30 访问频率：0.5
2019-09-18 12:24:10,562 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/textView1')
2019-09-18 12:24:10,564 INFO [root] [page_login.py (page_login:69] - 【登录业务】正在执行登录操作，用户名：18518164383 密码：123456
2019-09-18 12:24:10,565 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_account_textview') 超时时间：30 访问频率：0.5
2019-09-18 12:24:16,771 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/logon_account_textview') 执行清空操作
2019-09-18 12:24:17,523 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/logon_account_textview') 执行 输入：18518164383
2019-09-18 12:24:17,523 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_password_textview') 超时时间：30 访问频率：0.5
2019-09-18 12:24:31,638 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/logon_password_textview') 执行清空操作
2019-09-18 12:24:32,408 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/logon_password_textview') 执行 输入：123456
2019-09-18 12:24:32,408 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_button') 超时时间：30 访问频率：0.5
2019-09-18 12:24:33,099 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/logon_button')
2019-09-18 12:24:33,100 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tv_user_nikename') 超时时间：30 访问频率：0.5
2019-09-18 12:24:42,665 INFO [root] [base.py (base_get_text:50] - 获取：('id', 'com.yunmall.lc:id/tv_user_nikename') 元素的文本：wzy123
2019-09-18 12:24:42,665 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tv_user_nikename') 超时时间：30 访问频率：0.5
2019-09-18 12:24:42,932 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tv_user_nikename') 超时时间：30 访问频率：0.5
2019-09-18 12:24:43,179 INFO [root] [base.py (base_get_text:50] - 获取：('id', 'com.yunmall.lc:id/tv_user_nikename') 元素的文本：wzy123
2019-09-18 12:24:43,180 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tv_user_nikename') 超时时间：30 访问频率：0.5
2019-09-18 12:25:08,318 ERROR [root] [test01_login01.py (test_login:53] - assert 'wzy123' == 'wzy'
  - wzy123
  + wzy
2019-09-18 12:25:08,319 INFO [root] [page_login.py (page_logout:61] - 正在执行退出登录业务方法
2019-09-18 12:25:08,319 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/ymtitlebar_left_btn_image') 超时时间：30 访问频率：0.5
2019-09-18 12:25:08,841 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/ymtitlebar_left_btn_image')
2019-09-18 12:25:08,842 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/setting_notification') 超时时间：30 访问频率：0.5
2019-09-18 12:25:11,368 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/setting_modify_pwd') 超时时间：30 访问频率：0.5
2019-09-18 12:25:25,338 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/setting_logout') 超时时间：30 访问频率：0.5
2019-09-18 12:25:26,056 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/setting_logout')
2019-09-18 12:25:26,057 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/ymdialog_right_button') 超时时间：30 访问频率：0.5
2019-09-18 12:25:27,396 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/ymdialog_right_button')
2019-09-18 12:25:27,397 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/tab_me') 超时时间：30 访问频率：0.5
2019-09-18 12:25:30,409 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/tab_me')
2019-09-18 12:25:30,410 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/textView1') 超时时间：30 访问频率：0.5
2019-09-18 12:25:35,659 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/textView1')
2019-09-18 12:25:36,247 INFO [root] [page_login.py (page_login:69] - 【登录业务】正在执行登录操作，用户名：185181643833 密码：123456
2019-09-18 12:25:36,248 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_account_textview') 超时时间：30 访问频率：0.5
2019-09-18 12:25:43,615 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/logon_account_textview') 执行清空操作
2019-09-18 12:25:44,368 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/logon_account_textview') 执行 输入：185181643833
2019-09-18 12:25:44,369 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_password_textview') 超时时间：30 访问频率：0.5
2019-09-18 12:25:55,548 INFO [root] [base.py (base_input:43] - 正在对元素：('id', 'com.yunmall.lc:id/logon_password_textview') 执行清空操作
2019-09-18 12:25:56,444 INFO [root] [base.py (base_input:46] - 对元素：('id', 'com.yunmall.lc:id/logon_password_textview') 执行 输入：123456
2019-09-18 12:25:56,445 INFO [root] [base.py (base_find:21] - 正在查找元素：('id', 'com.yunmall.lc:id/logon_button') 超时时间：30 访问频率：0.5
2019-09-18 12:25:57,322 INFO [root] [base.py (base_click:35] - 正在点击元素：('id', 'com.yunmall.lc:id/logon_button')
2019-09-18 12:25:57,322 INFO [root] [base.py (base_find:21] - 正在查找元素：('xpath', "//*[contains(@text,'此用户不存在')]") 超时时间：30 访问频率：0.5
2019-09-18 12:26:27,796 ERROR [root] [test01_login01.py (test_login:71] - Message: 

